transaction_date|customer_code|product_description|invoice_no
20150303|72701|NWSP1201:NAVY:36|2003-104-1048135-2015-03-03
20150303|72701|S12NWBDZ02:TURQUOISE:8-9 Y|2003-104-1048135-2015-03-03
20150303|72701|GPGER05884:MULTI:NA|2003-104-1048135-2015-03-03
20150303|72701|GI-SPBCP18:NAVY:3-4 Y|2003-104-1048135-2015-03-03
20150303|72701|W11YGSST12:BURGUNDY:13-14 Y|2003-104-1048135-2015-03-03
20150303|14701|WIBT81-GI:GOLD:11-12 Y|2071-105-1053240-2015-03-03
20150303|14701|VPPA21B:ROSE PINK:14|2071-105-1053240-2015-03-03
20150303|14701|NELLY-S:WINE:XS8|2071-105-1053240-2015-03-03
20150303|14701|NELLY-S:WINE:XS8|2071-105-1053240-2015-03-03
20150303|14701|HP-426:BEIGE:S10|2071-105-1053240-2015-03-03
20150303|1699|W11GGBLG02:FUCHSIA:13-14 Y|2073-104-1042194-2015-03-03
20150303|40901|NELLY-S:WINE:XS8|2075-103-1038636-2015-03-03
20150303|699|WIW-11:DARK BROWN:1432|2088-101-1019464-2015-03-03
20150303|20799|LB1002PA11:BLACK:32B|2089-107-1072435-2015-03-03
20150303|20799|LASO-T:INK:XL16|2089-107-1072435-2015-03-03
20150303|1601|WNBT22GYSK:WHITE:3-4 Y|2089-104-1045202-2015-03-03
20150303|1601|SUBT01GYSK:WHITE:7-8 Y|2089-104-1045202-2015-03-03
20150303|64802|NISP1204CD:MID BLUE:34|2167-102-1025117-2015-03-03
20150303|68701|BG-CM11X:RUSTCORAL:12-18 M|2179-102-1020706-2015-03-03
20150303|68701|BG-CM11X:RUSTCORAL:12-18 M|2179-102-1020706-2015-03-03
20150303|68701|BSVSWI1108:GREEN:XXL|2179-102-1020706-2015-03-03
20150304|94398|WFC-06:BLACK:XL16|2161-103-1037214-2015-03-04
20150304|47998|PJ-274:BLACK:38|2161-102-1027585-2015-03-04
20150304|47998|PE-JC4BX:IVORY:6-12 M|2161-102-1027585-2015-03-04
20150304|47998|W11-HLL 0616K:RED:30|2161-102-1027585-2015-03-04
20150304|47998|WI11CCP-03:CHARCOAL:2L18|2161-102-1027585-2015-03-04
20150304|4100|GECSWI1104:SILVER GREY:L|2161-102-1027599-2015-03-04
20150304|4100|BG-GRG-09:WHITE:2-3 Y|2161-102-1027599-2015-03-04
20150304|4100|FCSTSP1210:BLACK:L|2161-102-1027599-2015-03-04
20150304|4100|SP11LF3008D:IVORY:34D|2161-102-1027599-2015-03-04
20150304|4100|CASLSM1103:FUCHSIA:M|2161-102-1027599-2015-03-04
20150304|4100|FHYWI1103CD:MID BLUE:S|2161-102-1027599-2015-03-04
20150304|4100|RGB-07:WHITE:20|2161-102-1027599-2015-03-04
20150304|25900|SPBT34-GI:CRIMSON:7-8 Y|2171-102-1024617-2015-03-04
20150305|56800|SG-14:MID BLUE:L14|2003-102-1029693-2015-03-05
20150305|44800|RP-203:WHITE:M12|2006-101-1012376-2015-03-05
20150305|46800|WC-14:LIGHT BLUE:L14|2055-102-1027326-2015-03-05
20150305|46800|FJ-06:VIOLET:L14|2055-102-1027326-2015-03-05
20150305|46800|MFWI1109CD:DARK BLUE:28|2055-102-1027326-2015-03-05
20150305|46800|FREYA-T:MID BLUE:M12|2055-102-1027326-2015-03-05
20150305|46800|FJ-06:VIOLET:L14|2055-102-1027326-2015-03-05
20150305|14599|NF-HAS6BX:MID BLUE:12-18 M|2055-103-1036264-2015-03-05
20150305|14599|WIBT25GZJJ:BROWN:9-10 Y|2055-103-1036264-2015-03-05
20150305|14599|DE29871SET:MULTI:NA|2055-103-1036264-2015-03-05
20150305|14599|BAS-101:RED:L14|2055-103-1036264-2015-03-05
20150305|12199|CRPA102SP:DARK GREY:M|2055-103-1036294-2015-03-05
20150305|33599|C57L1011-10:BEIGE:40|2073-102-1022688-2015-03-05
20150305|86699|BMLEWI1012:PURPLE:M|2073-102-1020799-2015-03-05
20150305|86699|W11DBSWT28:YELLOW:8-9 Y|2073-102-1020799-2015-03-05
20150305|86699|SMBSC07-GI:RUSTCORAL:7-8 Y|2073-102-1020799-2015-03-05
20150305|86699|NF-SMSF 06:WHITE:7-8 Y|2073-102-1020799-2015-03-05
20150305|86699|YDNS-01:MELANGE:M12|2073-102-1020799-2015-03-05
20150305|86699|VO-01:BLACK:XL16|2073-102-1020799-2015-03-05
20150305|86699|PAOLO-T:LAVENDER:L14|2073-102-1020799-2015-03-05
20150305|86699|LB1002PA11:BEIGE:36D|2073-102-1020799-2015-03-05
20150305|299|CASGSP1201:GREY:S|2081-102-1021790-2015-03-05
20150305|299|INWI111SP:NAVY:S|2081-102-1021790-2015-03-05
20150305|299|CCW-05:PEACHAPRICOT:M12|2081-102-1021790-2015-03-05
20150305|299|SPBT64-GI:YELLOW:7-8 Y|2081-102-1021790-2015-03-05
20150305|299|SLSP121SP:NAVY:XL|2081-102-1021790-2015-03-05
20150305|12397|STRN-01:WHITE:M12|2088-101-1019711-2015-03-05
20150305|12397|VPPA15B:RED:8|2088-101-1019711-2015-03-05
20150305|12397|BRSAS1210:DARK BLUE:30|2088-101-1019711-2015-03-05
20150305|12397|OF-SHT39BX:RED:12-18 M|2088-101-1019711-2015-03-05
20150305|12397|FLC-JKT-A:FUCHSIA:M12|2088-101-1019711-2015-03-05
20150305|12397|MPIGSP1104:BLACK:M|2088-101-1019711-2015-03-05
20150305|12397|TWS-03:BLACK:XS8|2088-101-1019711-2015-03-05
20150305|12397|PSXEE110220:BLACK:34|2088-101-1019711-2015-03-05
20150305|12397|Core Striped Sport Shirt|2088-101-1019711-2015-03-05
20150305|12397|8593:PURPLE:40|2088-101-1019711-2015-03-05
20150305|20300|PABSC-12:DARK BLUE:2-3 Y|2088-101-1019772-2015-03-05
20150305|20300|PSXEE11008D:WHITE:32|2088-101-1019772-2015-03-05
20150305|20300|BOSU115FS:BLACK:44|2088-101-1019772-2015-03-05
20150305|20300|8110101:GREY:1|2088-101-1019772-2015-03-05
20150305|20300|WI11CCP-23:LIGHT BLUE:M12|2088-101-1019772-2015-03-05
20150305|20300|PABD12BYDO:DARK BLUE:5-6 Y|2088-101-1019772-2015-03-05
20150305|76500|VLWIBO13BX:NAVY:6-12 M|2089-105-1052288-2015-03-05
20150305|76500|WFC-01:BURGUNDY:XL16|2089-105-1052288-2015-03-05
20150305|76500|CX 2887:BLACK:NA|2089-105-1052288-2015-03-05
20150305|76500|SELENE-S:WINE:XS8|2089-105-1052288-2015-03-05
20150305|76500|SPSW1BY-DN:MULTI:7-8 Y|2089-105-1052288-2015-03-05
20150305|76500|SPSW1BY-DN:MULTI:7-8 Y|2089-105-1052288-2015-03-05
20150305|76500|W11LTWT-50:IVORY:XL16|2089-105-1052288-2015-03-05
20150305|76500|SELENE-S:WINE:XS8|2089-105-1052288-2015-03-05
20150305|15600|WNLG1GY-GI:BLACK:5-6 Y|2089-103-1037595-2015-03-05
20150305|15600|SHPA1103ND:GREEN:30|2089-103-1037595-2015-03-05
20150305|79197|CAUSSM1104:LAVENDER:XL|2119-101-1015060-2015-03-05
20150305|76299|BOLASF1073:RASPBERRY:M|2131-101-1019715-2015-03-05
20150305|76299|TFS-07:TURQUOISE:L14|2131-101-1019715-2015-03-05
20150305|76299|SMBSC05-GI:NAVY:3-4 Y|2131-101-1019715-2015-03-05
20150305|76299|GCPA11-2C:MID BLUE:1230|2131-101-1019715-2015-03-05
20150305|76299|RS-05:MELANGE:M12|2131-101-1019715-2015-03-05
20150305|76299|8903265104235 EARING:MULTI:NA|2131-101-1019715-2015-03-05
20150305|76299|X04-1992:GREY:NA|2131-101-1019715-2015-03-05
20150305|40399|SPBD02BXGK:DARK BLUE:6-12 M|2131-101-1019735-2015-03-05
20150305|40399|JJSPBO45BY:NAVY:7-8 Y|2131-101-1019735-2015-03-05
20150305|92700|TSIKWI1101CD:LAVENDER:M|2135-102-1025551-2015-03-05
20150305|19000|ET-WWT1Y:YELLOW:7-8 Y|2138-104-1049408-2015-03-05
20150305|45600|L3141B:BLUE:NA|2161-103-1037285-2015-03-05
20150305|45600|ASGI60Z:ROSE PINK:11-12 Y|2161-103-1037285-2015-03-05
20150305|94700|FL-01:BLACK:40907|2174-103-1031528-2015-03-05
20150305|94700|LOW-06:WHITE:L14|2174-103-1031528-2015-03-05
20150306|80196|MGJLWI1101:BLACK:XL|2003-107-1077837-2015-03-06
20150306|80196|BOLWIF1110:WHITE:L|2003-107-1077838-2015-03-06
20150306|24699|SM-22:WHITE:L14|2003-104-1048580-2015-03-06
20150306|24699|OB-921:PURPLE:32|2003-104-1048580-2015-03-06
20150306|93396|ARMY-04:IVORY:S10|2003-104-1048653-2015-03-06
20150306|8996|MF-SAL02:TEAL:7-8 Y|2003-102-1029769-2015-03-06
20150306|8996|RS-REV1BX:MIXED (2 CLR):18-24 M|2003-102-1029769-2015-03-06
20150306|8996|WGBD11GZDO:MID BLUE:13-14 Y|2003-102-1029769-2015-03-06
20150306|8996|W11YGSST09:PURPLE:9-10 Y|2003-102-1029769-2015-03-06
20150306|8996|SPJG01GYJJ:NAVY:5-6 Y|2003-102-1029769-2015-03-06
20150306|8996|MCPA1107FB:DARK GREY:32|2003-102-1029769-2015-03-06
20150306|18396|GI-SPBCP16:IVORY:8Y|2003-105-1051717-2015-03-06
20150306|18396|20211:MULTI:NA|2003-105-1051717-2015-03-06
20150306|18396|PE-JC2BX:DARK BLUE:18-24 M|2003-105-1051717-2015-03-06
20150306|18396|WIBD7GYGK:DARK BLUE:2-3 Y|2003-105-1051717-2015-03-06
20150306|18396|FD-03:MELANGE:6|2003-105-1051717-2015-03-06
20150306|18396|GI-SPBCP16:IVORY:8Y|2003-105-1051717-2015-03-06
20150306|18396|W11LF3055:MAGENTA:34B|2003-105-1051717-2015-03-06
20150306|18396|WIBD14BYDO:BLACK:3-4 Y|2003-105-1051717-2015-03-06
20150306|23598|ACFSP1104:SILVER GREY:39|2006-102-1021714-2015-03-06
20150306|23598|KGS1211:MULTI:6-8|2006-102-1021714-2015-03-06
20150306|23598|SBPA1101IW:LIGHT BLUE:XL|2006-102-1021714-2015-03-06
20150306|23598|BSPYAS1005:TERACOTTA:XL|2006-102-1021714-2015-03-06
20150306|25896|SELENE-S:GREY:XS8|2007-102-1021024-2015-03-06
20150306|19998|BD-SPRN-06:INK:5-6 Y|2012-102-1027590-2015-03-06
20150306|19998|ANGELO-S:BLACK:L14|2012-102-1027590-2015-03-06
20150306|19998|ROC-06:WHITE:S10|2012-102-1027590-2015-03-06
20150306|19998|FCSTWI1121:MELANGE:M|2012-102-1027590-2015-03-06
20150306|19998|P03979:BLACK:NA|2012-102-1027590-2015-03-06
20150306|84798|GI-WBCP-64:INK:3-4 Y|2026-104-1044636-2015-03-06
20150306|84798|FCSTWI109:LIGHT BLUE:M|2026-104-1044636-2015-03-06
20150306|84798|WIW-15:BLACK:L14|2026-104-1044636-2015-03-06
20150306|62898|FX-391:FUCHSIA:37|2034-101-1016998-2015-03-06
20150306|62898|AEPA1101ND:GREY:28|2034-101-1016998-2015-03-06
20150306|62898|BAS-412:VIOLET:XL16|2034-101-1016998-2015-03-06
20150306|41196|AW-Shoe shine sponge 50:MIXED (2 CLR):NA|2046-103-1031796-2015-03-06
20150306|41196|SJSP1219FS:CHARCOAL:36|2046-103-1031796-2015-03-06
20150306|41196|LEPA112SFS:RED:42|2046-103-1031796-2015-03-06
20150306|41196|W10-B-RADIO -K:GREY:3|2046-103-1031796-2015-03-06
20150306|41196|LT-BG2GX:ROSE PINK:18-24 M|2046-103-1031796-2015-03-06
20150306|41196|VNAUT-07:INK:XS8|2046-103-1031796-2015-03-06
20150306|41196|G4360A:ROSE PINK:NA|2046-103-1031796-2015-03-06
20150306|41196|SPBYD-1BX:MULTI:12-18 M|2046-103-1031796-2015-03-06
20150306|47698|AD-WSSHT09:MULTI:3-4 Y|2048-101-1010001-2015-03-06
20150306|2098|WNBT22GYSK:WHITE:2-3 Y|2048-101-1010006-2015-03-06
20150306|8399|X02-2218:BLACK:NA|2049-103-1037330-2015-03-06
20150306|8399|SPBT05GXGI:BABY PINK:6-12 M|2049-103-1037330-2015-03-06
20150306|8399|BPHSP1201:CRIMSON:S|2049-103-1037330-2015-03-06
20150306|8399|CHWI112SP:BLACK:L|2049-103-1037330-2015-03-06
20150306|8399|FR-3914:BLACK:37|2049-103-1037330-2015-03-06
20150306|71798|WNF-07:AQUA:6|2049-103-1037386-2015-03-06
20150306|71798|FB-RSF-07:RED:5-6 Y|2049-103-1037386-2015-03-06
20150306|71798|OCPAFD52BY:DARK BLUE:5-6 Y|2049-103-1037386-2015-03-06
20150306|71798|TF-10:PURPLE:L14|2049-103-1037386-2015-03-06
20150306|71798|NF-HAS4BX:CRIMSON:6-12 M|2049-103-1037386-2015-03-06
20150306|71798|W11MBJKT06:GREY:8-9 Y|2049-103-1037386-2015-03-06
20150306|30096|SS-3120405:NAVY:FS|2049-102-1028138-2015-03-06
20150306|30096|AE-CAT-3GY:MULTI:2-3 Y|2049-102-1028138-2015-03-06
20150306|30096|WINCAT-03:VIOLET:S10|2049-102-1028138-2015-03-06
20150306|20798|CBP-433:PURPLE:4|2055-101-1019974-2015-03-06
20150306|20798|W11MGMIF18:LAVENDER:13-14 Y|2055-101-1019974-2015-03-06
20150306|20798|VLWIBO2BY:KHAKI:3-4 Y|2055-101-1019974-2015-03-06
20150306|20798|MX-1151:WHITE:38|2055-101-1019974-2015-03-06
20150306|20798|8593:PURPLE:40|2055-101-1019974-2015-03-06
20150306|20798|SUMY-25:LILAC:S10|2055-101-1019974-2015-03-06
20150306|50696|AFBTWI1117:OLIVE GREEN:M|2055-103-1036678-2015-03-06
20150306|50696|01229:BLACK:29|2055-103-1036678-2015-03-06
20150306|50696|MCSM112FB:BROWN:36|2055-103-1036678-2015-03-06
20150306|50696|WH6449:YELLOW:37|2055-103-1036678-2015-03-06
20150306|50696|PALG3GY-GI:WINE:5-6 Y|2055-103-1036678-2015-03-06
20150306|48398|CADDSP1210:VIOLET:S|2071-105-1053884-2015-03-06
20150306|41399|CRSP122SP:GREY:XL|2071-101-1011206-2015-03-06
20150306|41399|RP-202:IVORY:M12|2071-101-1011206-2015-03-06
20150306|41399|AIPA109SP:INK:S|2071-103-1032392-2015-03-06
20150306|55996|WI11-0B-18:ORANGE:S10|2071-103-1032434-2015-03-06
20150306|55996|RDPA1101CD:DARK BLUE:34|2071-103-1032434-2015-03-06
20150306|92996|N002:LIGHT BLUE:42|2073-101-1012632-2015-03-06
20150306|92996|WNFT04GYGI:CRIMSON:2-3 Y|2073-101-1012632-2015-03-06
20150306|92996|ABSFWI1105:BLACK:XL|2073-101-1012632-2015-03-06
20150306|92996|SPYCP-12:MINT:XL16|2073-101-1012632-2015-03-06
20150306|83196|SKWI114SP:DARK GREEN:L|2073-102-1023576-2015-03-06
20150306|58099|BOSU1111FS:GREEN:40|2073-103-1036903-2015-03-06
20150306|58099|OF-SWT09GY:GREEN:5-6 Y|2073-103-1036903-2015-03-06
20150306|58099|ET-WWT1Y:YELLOW:5-6 Y|2073-103-1036903-2015-03-06
20150306|58099|AIWI1111SP:DARK GREY:S|2073-103-1036903-2015-03-06
20150306|58099|BAHSP1201:VIOLET:S|2073-103-1036903-2015-03-06
20150306|58099|W11MGRLG2:LILAC:9-10 Y|2073-103-1036903-2015-03-06
20150306|28098|DCWI1108SFR:GREEN:39|2073-102-1022956-2015-03-06
20150306|28098|H59 B:BLACK:30|2073-102-1022956-2015-03-06
20150306|28098|SMBSST-02A:MIXED (2 CLR):2-3 Y|2073-102-1022956-2015-03-06
20150306|28098|CX 2887:GREY:NA|2073-102-1022956-2015-03-06
20150306|28098|NFFRT10:YELLOW:3-4 Y|2073-102-1022956-2015-03-06
20150306|28098|RGB-02:WHITE:20|2073-102-1022956-2015-03-06
20150306|28098|PE-WAR 02:GOLD:7-8 Y|2073-102-1022956-2015-03-06
20150306|28098|CADDSP1209:BEIGE:XL|2073-102-1022956-2015-03-06
20150306|28098|CELINE-T:BLUSH:L14|2073-102-1022956-2015-03-06
20150306|28098|8903265020672:MULTI:NA|2073-102-1022956-2015-03-06
20150306|28098|CCK-06:RUSTCORAL:2L18|2073-102-1022956-2015-03-06
20150306|28098|14011:FUCHSIA:40|2073-102-1022956-2015-03-06
20150306|28098|BAS-522-S:VIOLET:2L18|2073-102-1022956-2015-03-06
20150306|28098|CC-WTR13X:MULTI:6-12 M|2073-102-1022956-2015-03-06
20150306|28098|SWR5GY-BD:MULTI:3-4 Y|2073-102-1022956-2015-03-06
20150306|15298|GRSU117FR:GREY:30|2073-103-1039230-2015-03-06
20150306|15298|TLPA03:WHITE:16-18|2073-103-1039230-2015-03-06
20150306|15298|WIGBD4GZDO:BLACK:9-10 Y|2073-103-1039230-2015-03-06
20150306|15298|GKGFD13X:MID BLUE:12-18 M|2073-103-1039232-2015-03-06
20150306|15298|SS2001051:MULTI:NA|2073-103-1039232-2015-03-06
20150306|15298|PALG9GY-GI:LIGHT BLUE:3-4 Y|2073-103-1039232-2015-03-06
20150306|15298|BTSAS101SP:WHITE:S|2073-103-1039232-2015-03-06
20150306|15298|KYSP1201HS:RED:40|2073-103-1039232-2015-03-06
20150306|15298|VPPA16F:BLACK:12|2073-103-1039232-2015-03-06
20150306|11296|SPBT08BXKK:LIGHT BLUE:12M|2073-103-1039018-2015-03-06
20150306|11296|SDFCPA1004CD:GREEN:L|2073-103-1039018-2015-03-06
20150306|11296|SP12-0B-05:CITRUS:L14|2073-103-1039018-2015-03-06
20150306|9396|SMBSC36-GI:NAVY:13-14 Y|2073-104-1047937-2015-03-06
20150306|44596|W11RIBMC1:VIOLET:13-14 Y|2081-103-1031582-2015-03-06
20150306|80698|NF-HS6GX:MULTI:18-24 M|2081-102-1021987-2015-03-06
20150306|1896|PABD24GX:MID BLUE:12-18 M|2087-101-1012445-2015-03-06
20150306|73198|71304:BLACK:44|2088-104-1042118-2015-03-06
20150306|77999|ABSFSM1201:LIGHT BLUE:XL|2089-107-1073009-2015-03-06
20150306|21996|BD-WGT-05:INK:2-3 Y|2091-102-1027098-2015-03-06
20150306|21996|GCB-SU-4SK:MID BLUE:1432|2091-102-1027098-2015-03-06
20150306|21996|2011-29:BLACK:33|2091-102-1027098-2015-03-06
20150306|21996|PE-LP1BX:RUSTCORAL:12-18 M|2091-102-1027098-2015-03-06
20150306|21996|BAS-505-T:IVORY:L14|2091-102-1027098-2015-03-06
20150306|21996|LT-0120(Singles):BLACK:NA|2091-102-1027098-2015-03-06
20150306|21996|WI11-0B-12:WHITE:M12|2091-102-1027098-2015-03-06
20150306|21996|LB1003PA11:BLACK:34D|2091-102-1027098-2015-03-06
20150306|21996|KTBTSP1221:BROWN:S|2091-102-1027098-2015-03-06
20150306|21996|OF-SWT17GY:DUSTYSALMON PINK:3-4 Y|2091-102-1027098-2015-03-06
20150306|21996|AFSTSP1201:ROYAL BLUE:M|2091-102-1027098-2015-03-06
20150306|21996|KEWI1105CD:DARK BLUE:30|2091-102-1027098-2015-03-06
20150306|21996|BPHPA1101:MELANGE:XXL|2091-102-1027098-2015-03-06
20150306|21996|YFSPBO60X:GREEN:18-24 M|2091-102-1027098-2015-03-06
20150306|21996|WINCAT-03:BURGUNDY:S10|2091-102-1027098-2015-03-06
20150306|41198|MGTBSM1104:NAVY:XL|2091-101-1018655-2015-03-06
20150306|41198|SSTPI12:YELLOW:2-3 Y|2091-101-1018655-2015-03-06
20150306|73199|SADCPA1113:MAROON:XL|2093-104-1045281-2015-03-06
20150306|73199|WH6573:RED:40|2093-104-1045281-2015-03-06
20150306|46499|CBP-436:LIGHT BLUE:5|2093-104-1045332-2015-03-06
20150306|46499|NISP1204CD:MID BLUE:34|2093-104-1045333-2015-03-06
20150306|48099|W11LTWT-13:LIGHT GREY:S10|2099-102-1020031-2015-03-06
20150306|48099|W11TN4013A:NAVY:30A|2099-102-1020031-2015-03-06
20150306|48099|GECSWI1102:NAVY:M|2099-102-1020032-2015-03-06
20150306|48099|NF-TD5BX:TERACOTTA:6-12 M|2099-102-1020032-2015-03-06
20150306|48099|SEEWI1106CD:LIGHT GREY:M|2099-102-1020032-2015-03-06
20150306|48099|MPIGSP1102:DARK GREEN:XXL|2099-102-1020032-2015-03-06
20150306|48099|S12MFGNF16:DARK BLUE:12Y|2099-102-1020032-2015-03-06
20150306|69096|SS12CCP-17:PURPLE:S10|2099-101-1011244-2015-03-06
20150306|25096|YKJMWI104:STONE:S|2099-101-1011248-2015-03-06
20150306|25096|YDN-04:MIXED (2 CLR):2-3 Y|2099-101-1011248-2015-03-06
20150306|25096|ST-WSHT-34:YELLOW:5-6 Y|2099-101-1011248-2015-03-06
20150306|25096|MCSP1202FB:STONE:32|2099-101-1011248-2015-03-06
20150306|25096|SIKWI1102CD:BURGUNDY:S|2099-101-1011248-2015-03-06
20150306|25096|AEGRT02:GREEN:5-6 Y|2099-101-1011248-2015-03-06
20150306|25096|ABCSWI1107:GREY:M|2099-101-1011248-2015-03-06
20150306|25096|GRWI1101BS:BLACK:38|2099-101-1011248-2015-03-06
20150306|47899|OF-SWT14GY:MAGENTA:5-6 Y|2099-103-1039210-2015-03-06
20150306|47899|JKT-01:BEIGE:2L18|2099-103-1039210-2015-03-06
20150306|47899|DICSWI1101:DARK GREEN:S|2099-103-1039210-2015-03-06
20150306|47899|WT-TB-E:IVORY:5-6 Y|2099-103-1039210-2015-03-06
20150306|47899|CCPA111FR:PURPLE:39|2099-103-1039210-2015-03-06
20150306|83596|NISP1204CD:MID BLUE:34|2099-103-1039272-2015-03-06
20150306|83596|WFC-04:BURGUNDY:S10|2099-103-1039272-2015-03-06
20150306|83596|NGACS-614Y:BURGUNDY:826|2099-103-1039272-2015-03-06
20150306|10099|GL-DF04:TEAL:2-3 Y|2099-103-1039306-2015-03-06
20150306|10099|AT-YCP-11:WHITE:L14|2099-103-1039306-2015-03-06
20150306|10099|WI11CCP-25:ROSE PINK:2L18|2099-103-1039306-2015-03-06
20150306|10099|NF-LS3BX:RED:12-18 M|2099-103-1039306-2015-03-06
20150306|10099|X04-2124:ROSE PINK:NA|2099-103-1039306-2015-03-06
20150306|10099|WNLG7gx-GI:INK:18-24 M|2099-103-1039306-2015-03-06
20150306|10099|STND-11:BLACK:M12|2099-103-1039306-2015-03-06
20150306|23399|8401:GOLD:36|2099-103-1039364-2015-03-06
20150306|23399|CCK-06:RUSTCORAL:2L18|2099-103-1039364-2015-03-06
20150306|23399|BSLAS111SP:MELANGE:M|2099-103-1039364-2015-03-06
20150306|23399|OB-921:BLACK:32|2099-103-1039364-2015-03-06
20150306|23399|PABT10GY-SK:IVORY:7-8 Y|2099-103-1039364-2015-03-06
20150306|23399|S12MFBNC01:NAVY:8-9 Y|2099-103-1039364-2015-03-06
20150306|95296|BRSAS1112:MID BLUE:28|2119-103-1038194-2015-03-06
20150306|18999|FCSTPA1111:LIGHT BLUE:S|2131-103-1032409-2015-03-06
20150306|93696|01065:LIGHT BLUE:6-12 M|2135-102-1025743-2015-03-06
20150306|77399|MICSWI101:DARK GREEN:L|2135-103-1039188-2015-03-06
20150306|17898|W11RBBCP20:LIGHT GREEN:13-14 Y|2139-102-1024988-2015-03-06
20150306|17898|H030513:PURPLE:37|2139-102-1024988-2015-03-06
20150306|82098|SPYCP-05:YELLOW:L14|2139-101-1013832-2015-03-06
20150306|82098|PJ-274:LIGHT BLUE:38|2139-101-1013832-2015-03-06
20150306|69298|SU-09:PURPLE:XS8|2139-101-1013882-2015-03-06
20150306|69298|ADGID10GZ:BLACK:13-14 Y|2139-101-1013882-2015-03-06
20150306|69298|TWS-11:PURPLE:M12|2139-101-1013882-2015-03-06
20150306|69298|RGB-05:GREEN:2L18|2139-101-1013882-2015-03-06
20150306|69296|W11CGRLG6:LILAC:13-14 Y|2139-103-1038938-2015-03-06
20150306|17899|CCWI1116FF:BLACK:44|2156-103-1031740-2015-03-06
20150306|60599|PACCP-09:TEAL:XL16|2161-102-1027788-2015-03-06
20150306|60599|VLWIBO15BY:BEIGE:5-6 Y|2161-102-1027788-2015-03-06
20150306|60599|MCSM111FB:BROWN:30|2161-102-1027788-2015-03-06
20150306|60599|9:ROSE PINK:NA|2161-102-1027788-2015-03-06
20150306|60599|SHSPBO11BZ:NAVY:9-10 Y|2161-102-1027788-2015-03-06
20150306|9899|CBSLWI1106CD:LIGHT GREY:XL|2173-101-1010813-2015-03-06
20150306|9899|RGB-01:RED:S10|2173-101-1010813-2015-03-06
20150306|9899|FESTIV-03:BLACK:M12|2173-101-1010813-2015-03-06
20150306|9899|SF-14:BLACK:NA|2173-101-1010813-2015-03-06
20150306|9899|GX30220:BROWN:44|2173-101-1010813-2015-03-06
20150306|9899|LG-11788:WHITE:37|2173-101-1010813-2015-03-06
20150306|93996|OCSPFD19BY:MID BLUE:5-6 Y|2174-103-1031732-2015-03-06
20150306|93996|LITE-53:BLACK:L14|2174-103-1031732-2015-03-06
20150306|93996|SOPA101SP:DARK GREY:S|2174-103-1031732-2015-03-06
